id_ocorrencia,local_ocorrencia,latitude_ocorrencia,longitude_ocorrencia,data_ocorrencia,hora_ocorrencia,presen_agen_segur_ocorrencia,qtd_morto_civil_ocorrencia,qtd_morto_agen_segur_ocorrencia,qtd_ferido_civil_ocorrencia,qtd_ferido_agen_segur_ocorrencia,fonte_ocorrencia,estado_id,cidade_id,nome_cidade,cod_ibge_cidade,gentilico_cidade,populacao_cidade,area_cidade,densidade_demo_cidade,nome_estado,uf_estado,cod_ibge_estado
8698,"Mangueira, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9052505493,-43.2340126038,2018-01-03,20:02:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8699,"Morro dos Macacos - Sampaio, Rio de Janeiro - RJ, Brasil",-22.9099998474,-43.2574996948,2018-01-03,20:20:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8700,"BRT Transoeste - Santa Cruz - Santa Cruz, Rio de Janeiro - RJ, Brasil",-22.9170475006,-43.6834945679,2018-01-03,20:40:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8701,"Rio Comprido, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9252338409,-43.2053413391,2018-01-04,0:03:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8703,"Barra da Tijuca, Rio de Janeiro - RJ, Brasil",-23.0003700256,-43.3658943176,2018-01-04,10:27:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8704,"Estácio, Rio de Janeiro - RJ, Brasil",-22.9174213409,-43.2049789429,2018-01-04,0:00:00,1,1,0,0,0,2,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8706,"Morro dos Macacos - Sampaio, Rio de Janeiro - RJ, Brasil",-22.9099998474,-43.2574996948,2018-01-04,6:11:00,1,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8707,"Piedade, Rio de Janeiro - RJ, Brasil",-22.8916397095,-43.3107376099,2018-01-04,12:36:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8709,"Estácio, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9174213409,-43.2049789429,2018-01-06,4:33:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8710,"Catumbi, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9198665619,-43.1977157593,2018-01-06,10:53:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8711,"Rio Comprido, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9252338409,-43.2053413391,2018-01-06,11:02:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8712,"Rua André Cavalcânti - Centro, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9168167114,-43.1860847473,2018-01-06,22:23:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8713,"Mangueira/Jamelão - Rua Oito de Dezembro - Mangueira, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9084472656,-43.2368469238,2018-01-06,21:56:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8715,"Maré, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8574962616,-43.2430152893,2018-01-06,21:12:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8716,"Rua Pintor Leandro Joaquim - Cidade de Deus, Rio de Janeiro - RJ, Brasil",-22.9435462952,-43.3625335693,2018-01-06,23:07:30,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8717,"Morro do Borel - Andaraí, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9383335114,-43.2594451904,2018-01-06,22:32:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8718,"Rua Clarimundo de Melo - Quintino Bocaiúva, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8921127319,-43.3238258362,2018-01-07,0:11:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8721,"Honório Gurgel, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8453350067,-43.3558273315,2018-01-07,1:32:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8722,"Estrada João Paulo - Barros Filho, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8393573761,-43.3623657227,2018-01-07,1:36:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8723,"Morro Santo Amaro - Catete, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9236106873,-43.180557251,2018-01-07,6:43:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8724,"Morro do Dezoito - Quintino Bocaiúva, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8988895416,-43.3219451904,2018-01-07,0:18:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8726,"Costa Barros, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8246498108,-43.3727264404,2018-01-07,3:30:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8729,"R. Dom Hélder de Barros Câmara - Leme, Rio de Janeiro - RJ 22010-020, Brazil",-22.9603004456,-43.1678123474,2018-01-07,17:05:53,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8730,"Rua Cordovil - Parada de Lucas, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8209991455,-43.3066062927,2018-01-07,17:24:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8731,"Tijuca, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9325733185,-43.2410240173,2018-01-07,21:16:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8733,"Vidigal, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9939022064,-43.2358360291,2018-01-07,21:13:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8737,"R. Ten. Cleto Campêlo, 81 - Cocotá, Rio de Janeiro - RJ, Brazil",-22.8103141785,-43.1845207214,2018-01-08,2:20:06,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8738,"Rua Guaiúba - Acari, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8232460022,-43.3453903198,2018-01-08,8:21:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8743,"Cidade de Deus, Rio de Janeiro - RJ, Brasil",-22.9481697083,-43.3626708984,2018-01-08,11:01:56,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8744,"Acari, Rio de Janeiro - RJ, Brasil",-22.8255310059,-43.3444595337,2018-01-08,10:18:01,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8759,"Estácio, Rio de Janeiro - RJ, Brasil",-22.9174213409,-43.2049789429,2018-01-09,14:25:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8760,"Morro do Sao Jose - Praça Seca, Rio de Janeiro - RJ, Brasil",-22.9069442749,-43.3408317566,2018-01-09,13:17:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8761,"Morro da Formiga - Tijuca, Rio de Janeiro - RJ, Brasil",-22.9441661835,-43.2408332825,2018-01-09,18:27:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8763,"Rocinha, Rio de Janeiro - RJ, Brasil",-22.9879837036,-43.2479820251,2018-01-09,10:00:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8764,"Cidade de Deus, Rio de Janeiro - RJ, Brasil",-22.9481697083,-43.3626708984,2018-01-09,9:39:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8765,"Rua Clarimundo de Melo - Quintino Bocaiuva, Rio de Janeiro - RJ, Brasil",-22.8921127319,-43.3238258362,2018-01-09,9:26:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8766,"Mangueira, Rio de Janeiro - RJ, Brasil",-22.9052505493,-43.2340126038,2018-01-09,7:15:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8767,"Rua Acaré - Engenho Novo, Rio de Janeiro - RJ, Brasil",-22.9121055603,-43.2639312744,2018-01-06,0:00:00,0,1,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8770,"Morro do São Carlos - Catumbi, Rio de Janeiro - Estado de Río de Janeiro, Brasil",-22.9213523865,-43.1970024109,2018-01-06,0:00:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8772,"Rua Hermengarda - Meier, Rio de Janeiro - RJ, Brasil",-22.904335022,-43.2782249451,2018-01-06,0:00:00,1,0,0,1,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8777,"Rocinha, Rio de Janeiro - RJ, Brasil",-22.9879837036,-43.2479820251,2018-01-07,0:00:00,1,0,0,1,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8780,"Rua Ribeiro de Andrade - Bangu, Rio de Janeiro - RJ, Brasil",-22.8795452118,-43.4561386108,2018-01-06,21:00:00,1,0,0,0,1,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8784,"Rua Capitão Bragança - Manguinhos, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8766422272,-43.2555007935,2018-01-09,21:23:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8785,"Catumbi, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9198665619,-43.1977157593,2018-01-09,21:43:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8786,"Rua Granada - Vigário Geral, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8169612885,-43.311466217,2018-01-09,22:39:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8789,"Rua Ari Leão - Ramos, Rio de Janeiro - RJ, Brasil",-22.8504371643,-43.2441329956,2018-01-09,23:31:33,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8791,"Cordovil, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8234405518,-43.2959365845,2018-01-09,23:33:00,0,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8792,"Cordovil, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8234405518,-43.2959365845,2018-01-10,0:21:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8793,"Parada de Lucas, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8184509277,-43.3030128479,2018-01-10,0:26:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8794,"Acari, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8255310059,-43.3444595337,2018-01-10,9:44:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8795,"Cidade de Deus, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9481697083,-43.3626708984,2018-01-10,9:09:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8798,"Vila kennedy, Rio de Janeiro - RJ, Brasil",-22.8581104279,-43.4875297546,2018-01-10,12:00:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8801,"Avenida Gilka Machado - Recreio dos Bandeirantes, Rio de Janeiro - RJ, Brasil",-23.0250415802,-43.4752883911,2018-01-08,0:00:00,0,1,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8803,"Mangueira, Rio de Janeiro - RJ, Brasil",-22.9052505493,-43.2340126038,2018-01-10,5:54:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8806,"Avenida Brasil - Deodoro, Rio de Janeiro - RJ, Brasil",-22.8529052734,-43.3928108215,2018-01-10,0:00:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8808,"Padre Miguel, Vila Vintém, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8710079193,-43.4430580139,2018-01-10,17:16:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8809,"Jacarezinho, Rio de Janeiro - RJ, Brasil",-22.8875579834,-43.2581939697,2018-01-10,14:38:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8810,"Cidade de Deus, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9481697083,-43.3626708984,2018-01-10,21:17:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8812,"Rua Cabuçu - Lins de Vasconcelos, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9107494354,-43.275680542,2018-01-10,23:07:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8816,"Rua Josias - Cidade de Deus, Rio de Janeiro - RJ, Brasil",-22.9481296539,-43.3614387512,2018-01-11,9:44:00,1,0,0,3,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8819,"Acari, Rio de Janeiro - RJ, Brasil",-22.8255310059,-43.3444595337,2018-01-11,6:11:00,1,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8821,"Praça Seca, Rio de Janeiro - RJ, Brasil",-22.8969192505,-43.3516807556,2018-01-11,5:26:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8822,"Brás de Pina, Rio de Janeiro - RJ, Brasil",-22.8331184387,-43.3022270203,2018-01-11,6:53:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8826,"Av. Medianeira - Cosmos, Rio de Janeiro - RJ, Brasil",-22.890039444,-43.6121368408,2018-01-11,3:00:00,1,0,1,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8831,"Rua Amanhecer - Caju, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8814411163,-43.2264022827,2018-01-11,22:05:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8832,"Avenida Paulo de Frontin - Rio Comprido, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9256896973,-43.2096138,2018-01-11,18:42:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8833,"Praça Jauru - Taquara, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.916557312,-43.3780174255,2018-01-11,21:01:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8835,"Bangu, Rio de Janeiro - RJ, Brasil",-22.8742256165,-43.4685440063,2018-01-11,21:29:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8838,"Cordovil, Rio de Janeiro - RJ, Brasil",-22.8234405518,-43.2959365845,2018-01-12,10:50:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8839,"Rocinha, Rio de Janeiro - RJ, Brasil",-22.9879837036,-43.2479820251,2018-01-12,9:35:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8840,"Morro do Pavao - Copacabana, Rio de Janeiro - RJ, Brasil",-22.9811115265,-43.1974983215,2018-01-12,5:11:53,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8841,"Rua Mangueiral - Campo Grande, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9193706512,-43.5547027588,2018-01-12,6:14:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8842,"Estácio, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9174213409,-43.2049789429,2018-01-12,5:46:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8844,"Pilares, Rio de Janeiro - RJ, Brasil",-22.8814029694,-43.2934761047,2018-01-12,11:00:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8845,"Rocinha, Rio de Janeiro - RJ, Brasil",-22.9879837036,-43.2479820251,2018-01-12,13:03:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8846,"Morro da Formiga - Tijuca, Rio de Janeiro - RJ, Brasil",-22.9441661835,-43.2408332825,2017-04-01,0:00:00,0,1,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8849,"Jacarezinho, Rio de Janeiro - RJ, Brasil",-22.8875579834,-43.2581939697,2018-01-12,17:10:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8850,"Rua Ivan Pereira Sá - Bangu, Rio de Janeiro - RJ, Brasil",-22.8578491211,-43.4583091736,2018-01-13,1:59:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8852,"Avenida Dom Hélder Câmara - Jacarezinho, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8863658905,-43.2515449524,2018-01-13,8:00:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8853,"Madureira, Rio de Janeiro - RJ, Brasil",-22.8725337982,-43.3363647461,2018-01-13,17:02:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8855,"Estr. do Camboatá, Rio de Janeiro - RJ, Brasil",-22.834041,-43.3795537,2018-01-13,20:36:00,0,1,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8859,"Estr. dos Teixeiras, 3066 - Realengo, Rio de Janeiro - RJ, 22723-205, Brasil",-22.899274826,-43.4258346558,2018-01-13,23:03:16,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8861,"Morro do Chaves - Barros Filho, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.8333339691,-43.36277771,2018-01-14,0:51:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8862,"Rua Luís Coutinho Cavalcanti - Guadalupe, Rio de Janeiro - RJ, Brasil",-22.8476276398,-43.3726081848,2018-01-14,0:52:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8865,"Barros Filho, Rio de Janeiro - RJ, Brasil",-22.8356208801,-43.3639945984,2018-01-14,16:00:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8866,"Jacarezinho, Rio de Janeiro - RJ, Brasil",-22.8875579834,-43.2581939697,2018-01-14,14:02:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8867,"Jacarezinho, Rio de Janeiro - RJ, Brasil",-22.8875579834,-43.2581939697,2018-01-14,15:17:00,1,1,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8873,"Av. Brasil - Guadalupe, Rio de Janeiro - RJ, Brasil",-22.8440494537,-43.3752250671,2018-01-11,0:00:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8874,"Vidigal, Rio de Janeiro - RJ, Brasil",-22.9939022064,-43.2358360291,2018-01-11,16:00:00,1,0,0,1,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8878,"Estácio, Rio de Janeiro - RJ, Brasil",-22.9174213409,-43.2049789429,2018-01-12,0:00:00,1,1,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8879,"Bangu, Rio de Janeiro - RJ, Brasil",-22.8742256165,-43.4685440063,2018-01-12,0:00:00,1,0,0,3,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8880,"Viaduto Prefeito Alim Pedro - Campo Grande, Rio de Janeiro - RJ, Brasil",-22.9024467468,-43.5664710999,2018-01-12,0:00:00,1,1,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8881,"Rua Camarista Méier - Engenho de Dentro, Rio de Janeiro - RJ, Brasil",-22.9095096588,-43.2967605591,2018-01-12,0:00:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8883,"Rua Visconde de Pirajá - Ipanema, Rio de Janeiro - RJ, Brasil",-22.9842262268,-43.2049674988,2018-01-12,12:30:00,1,0,0,0,1,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8885,"Favela do Arará, Benfica, Rio de Janeiro - RJ, Brasil",-22.8926239014,-43.2397460938,2018-01-12,0:00:00,1,0,1,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8886,"PUC - Gávea, Rio de Janeiro - RJ, Brasil",-22.9794216156,-43.2307701111,2018-01-12,0:00:00,0,0,0,1,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8887,"Rua Cachambi - Cachambi, Rio de Janeiro - RJ, Brasil",-22.8882579803,-43.2754096985,2018-01-12,0:00:00,0,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8889,"Vila kennedy, Rio de Janeiro - RJ, Brasil",-22.8581104279,-43.4875297546,2018-01-12,19:14:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8892,"R. Dez, 693-823 - Mangueira, Rio de Janeiro - RJ, Brasil",-22.9053688,-43.2344579,2018-01-13,6:00:00,1,4,0,0,1,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8893,"Estrada do Camboatá - Guadalupe, Rio de Janeiro - RJ, Brasil",-22.8341560364,-43.3796234131,2018-01-13,4:00:00,1,0,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8895,"Avenida das Américas - Vargem Grande, Rio de Janeiro - RJ, Brasil",-23.0159492493,-43.5171318054,2018-01-13,0:00:00,0,1,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8896,"Rua Arquias Cordeiro - Meier, Rio de Janeiro - RJ, Brasil",-22.8977794647,-43.2822952271,2018-01-14,0:00:00,1,1,0,0,0,1,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8899,"Santa Cruz, Rio de Janeiro - RJ, Brasil",-22.9196510315,-43.684387207,2018-01-13,0:26:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8901,"Realengo, Rio de Janeiro - RJ, Brasil",-22.8763103485,-43.4302940369,2018-01-13,22:35:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8905,"Manguinhos, Rio de Janeiro - RJ, Brasil",-22.8830375671,-43.2457504272,2018-01-14,16:41:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
8908,"Praça Seca, Rio de Janeiro - RJ, Brasil",-22.8969192505,-43.3516807556,2018-01-14,22:34:00,0,0,0,0,0,0,19,3661,Rio de Janeiro,3304557,carioca,6320446,119746,5.27,Rio de Janeiro,RJ,33
